,MRED:,ValidSegmentWidth
0,0.036578305444055166,5
1,0.0318113516214045,6
2,0.03857964819843866,7
3,0.041993624579313105,8
4,0.041993624579313105,9
5,0.041993624579313105,10
6,0.041993624579313105,11
7,0.041993624579313105,12
8,0.041993624579313105,13
9,0.041993624579313105,14
10,0.041993624579313105,15
11,0.041993624579313105,16
